story_id,question_id,question,difficulty,answer,answer_pred,precision,recall,f_score
1999-W04-5,1999-W04-5-8,How would Alexi's parents have benefited from his donation to the National Arts Centre?,Moderate,"they would earn $85,000 a year  | the National Arts Centre would have hired them at $85,000 a year","But behind the scenes his plan was not to give
the Arts Centre one million dollars.",0.16666666666666666,0.13636363636363635,0.15
1999-W04-5,1999-W04-5-9,Where did reporters question Alexi Yashin?,Easy,in the locker room | Boston,Alexi Yashin made an about face.,0.0,0.0,
1999-W06-2,1999-W06-2-1,Who is Wiarton Willie?,Easy,the famous Canadian groundhog who predicted the arrival of spring,But Willie did make one more prediction.,0.0,0.0,
1999-W06-2,1999-W06-2-2,What happened to him two days before Groundhog day?,Moderate,he died | he died in his sleep | he died in his sleep of natural causes,"Wiarton Willie, the famous Canadian groundhog who predicted the arrival
of spring, died
in his sleep of natural causes on Sunday, two days before Groundhog's
Day.",0.35294117647058826,0.7058823529411765,0.4705882352941177
1999-W06-2,1999-W06-2-3,Who took care of Willie?,Moderate,Sam Brouwer,"A search will begin to find Willie's son, who will take over Willie's
duties
and home -- a hutch in the front yard of a motel south of Wiarton.
",0.0,0.0,
1999-W06-2,1999-W06-2-4,How old was Willie when he died?,Easy,22,"""We didn't really know what to do,"" said Sam Brouwer, who was been the
rodent's caretaker over the last 10 years.",0.0,0.0,
1999-W06-2,1999-W06-2-5,When will he be buried?,Easy,the spring,"He will be buried in the
spring.",0.2222222222222222,1.0,0.3636363636363636
1999-W06-2,1999-W06-2-6,Where did Willie live?,Moderate,a hutch | a hutch in the front yard of a motel south of Wiarton,But Willie did make one more prediction.,0.0,0.0,
1999-W06-2,1999-W06-2-8,Who claims to have received a message from Willie's spirit?,Moderate,"Al Given | the mayor of South Bruce Peninsula | Al Given, the mayor of South Bruce Peninsula","""We didn't really know what to do,"" said Sam Brouwer, who was been the
rodent's caretaker over the last 10 years.",0.10344827586206896,0.15789473684210525,0.125
1999-W06-3,1999-W06-3-1,Who plans to institute a common code of conduct for students?,Easy,the Ontario government,"The common code of conduct has started with a new safety policy that
requires schools to phone parents to find out why absent students are
missing.",0.0,0.0,
1999-W06-3,1999-W06-3-2,How many students would the code affect?,Easy,2.1 million,"The common code of conduct has started with a new safety policy that
requires schools to phone parents to find out why absent students are
missing.",0.0,0.0,
1999-W06-3,1999-W06-3-3,"Under the code, what could happen to a student who swears at a teacher?",Easy,suspension | they might get suspended,"However to paint a picture that that's a general
trend across Ontario is not something that I've witnessed,"" he said.",0.0,0.0,
1999-W06-3,1999-W06-3-4,When is one time that schools will phone parents of students?,Moderate,when the student is missing | when the student is absent,"The common code of conduct has started with a new safety policy that
requires schools to phone parents to find out why absent students are
missing.",0.06896551724137931,0.18181818181818182,0.1
1999-W06-3,1999-W06-3-5,"According to Johnson, how might a student's sloppy clothing affect them?",Moderate,it could flow over into their learning habits and make it difficult to conduct proper teaching | it could affect their learning habits,"""If students are dressed in a sloppy manner, that kind of habit and
dress may flow over into their learning habits and make it difficult to
conduct proper teaching,"" he said.",0.5,0.8260869565217391,0.6229508196721311
1999-W06-4,1999-W06-4-1,How long has it been since Westerners crossed the world's largest sand desert?,Easy,more than 50 years,"They are attempting to become the first Westerners in more
than 50 years to cross the Empty Quarter of Arabia, the world's largest
sand desert.",0.13333333333333333,1.0,0.23529411764705882
1999-W06-4,1999-W06-4-2,Who are the nomadic natives of Oman?,Easy,the Bedouin,"They are journeying through the
harsh and mostly uninhabited desert wearing the clothes and eating the
food that is traditional for the nomadic Bedouin people.",0.07142857142857142,1.0,0.13333333333333333
1999-W06-4,1999-W06-4-3,What three countries will the Canadians cross through on their desert trek?,Moderate,"Oman, Saudi Arabia, the United Arab Emirates","They are attempting to become the first Westerners in more
than 50 years to cross the Empty Quarter of Arabia, the world's largest
sand desert.",0.13333333333333333,0.4444444444444444,0.20512820512820512
1999-W06-4,1999-W06-4-4,"What is ""Arabian Sands"" about?",Moderate,Sir Wilfred Thesiger's 1947 trek,"""It's quite an event here to have us crossing the desert in
such a traditional fashion and in the footsteps of Thesiger,""
Mr. Clarke says.",0.0625,0.3333333333333333,0.10526315789473684
1999-W06-4,1999-W06-4-6,What advice did Mr. Thesiger give to the Canadians?,Easy,take great care of the camels,"""I'm keen to try everything and sometimes it just
doesn't agree.",0.0,0.0,
1999-W06-4,1999-W06-4-8,At what point did the group have to return to replace broken camel saddles?,Moderate,40 kilometres into the odyssey,"The group was forced to return
briefly to replace some broken equipment, notably camel saddles, 40
kilometres into the odyssey.",0.2,1.0,0.33333333333333337
1999-W06-4,1999-W06-4-9,What type of clothing are the Canadians wearing on their journey across the desert?,Moderate,the traditional clothing of the Bedouin people | traditional Bedouin clothing,"They are journeying through the
harsh and mostly uninhabited desert wearing the clothes and eating the
food that is traditional for the nomadic Bedouin people.",0.25,0.6363636363636364,0.358974358974359
1999-W06-4,1999-W06-4-10,When did Clarke climb Mount Everest?,Easy,1997,"He scaled Mount Everest in the
Himalayas in 1997.",0.09090909090909091,1.0,0.16666666666666669
1999-W06-4,1999-W06-4-11,Where will the trio's journey end?,Moderate,Abu Dhabi,"""It's quite an event here to have us crossing the desert in
such a traditional fashion and in the footsteps of Thesiger,""
Mr. Clarke says.",0.0,0.0,
1999-W07-2,1999-W07-2-1,Where is Todd McFarlane originally from?,Moderate,Calgary | Canada,"Mr. McFarlane, who owns autographs from Babe Ruth and Lou Gehrig, says
purchasing the ball was cheaper than buying a sports team.",0.0,0.0,
1999-W07-2,1999-W07-2-2,How old is Todd McFarlane?,Easy,37,"Mr. McFarlane, who owns autographs from Babe Ruth and Lou Gehrig, says
purchasing the ball was cheaper than buying a sports team.",0.0,0.0,
1999-W07-2,1999-W07-2-3,When did Todd McFarlane buy Mark McGwire's 70th home run ball?,Moderate,"January 12, 1999","He says he would like to allow the National Baseball Hall of Fame in
Cooperstown, New York to show McGwire s 70th home run ball at times.",0.03333333333333333,0.25,0.058823529411764705
1999-W07-2,1999-W07-2-5,How many historic baseballs does McFarlane now own?,Easy,9 | nine,"He says he would like to allow the National Baseball Hall of Fame in
Cooperstown, New York to show McGwire s 70th home run ball at times.",0.0,0.0,
1999-W07-2,1999-W07-2-6,"What does McFarlane want in return for making the ""McFarlane Collection"" available to places like the National Baseball Hall of Fame?",Moderate,to take 20 swings in every major league ball park,"He says he would like to allow the National Baseball Hall of Fame in
Cooperstown, New York to show McGwire s 70th home run ball at times.",0.1,0.3,0.15
1999-W07-2,1999-W07-2-7,"Whose ball did McFarlane buy for about $250,000 Canadian dollars?",Easy,"Sammy Sosa's final home run of the season, No. 66","Mr. McFarlane bought the ball at auction January 12, paying more than $3
million Canadian to Philip Ozersky.",0.13636363636363635,0.23076923076923078,0.1714285714285714
1999-W07-2,1999-W07-2-9,How often is there a Toy Fair in New York?,Easy,yearly,"He has a company that makes action
figures, and says the timing of his announcement was tied to the yearly
Toy Fair in New York.",0.034482758620689655,1.0,0.06666666666666667
1999-W07-4,1999-W07-4-1,What type of sports facility does Maple Leaf Gardens function as?,Moderate,a hockey rink,"The reason: to see their one and only hockey game
at Maple Leaf Gardens.",0.058823529411764705,0.3333333333333333,0.1
1999-W07-4,1999-W07-4-2,When was the Maple Leaf Gardens built?,Easy,1931,"It will be the last time
the Leafs take to the ice at Maple Leaf Gardens.",0.0,0.0,
1999-W07-4,1999-W07-4-3,Where is the Maple Leaf Gardens?,Moderate,Toronto,"It will be the last time
the Leafs take to the ice at Maple Leaf Gardens.",0.0,0.0,
1999-W07-4,1999-W07-4-4,How far did Brent Shuya and his son have to drive just to reach Winnipeg?,Easy,3 and a half hours | 3 1/2 hours,"Brent says, ""it was pretty important to me, I wanted my son to go and
visit the 
Gardens, seeing how they are not going to be playing there anymore.
",0.02702702702702703,0.1111111111111111,0.043478260869565216
1999-W07-4,1999-W07-4-5,When did Foster Hewitt start broadcasting Maple Leaf games on the radio?,Easy,"March, 1923",Foster Hewitt was the Maple Leafs' radio broadcaster for decades.,0.0,0.0,
1999-W07-4,1999-W07-4-7,Where did Tommy and Ruth sit for the Leaf's games at the Gardens?,Moderate,"Grey Section West, Seats 13 and 14","The reason: to see their one and only hockey game
at Maple Leaf Gardens.",0.058823529411764705,0.125,0.07999999999999999
1999-W07-4,1999-W07-4-8,Who was known as one of the toughest players in the NHL in the 1950s?,Easy,Bill Juzda,"Winnipeger Bill Juzda was known as one of the toughest players in the
NHL
when he played for the Leafs in the 1950s.",0.07692307692307693,1.0,0.14285714285714288
1999-W08-3,1999-W08-3-1,What happened in Europe and England when Geoffrey was nine years old?,Moderate,the Second World War began,"His parents feared that Geoffrey and his older
sister would be killed in the Nazi bombing of England.",0.05,0.2,0.08000000000000002
1999-W08-3,1999-W08-3-2,Where did Geoffrey Dewis live before he was nine?,Moderate,England | Britain | the Commonwealth,Dewis was then nine.  ,0.0,0.0,
1999-W08-3,1999-W08-3-2,Where did Geoffrey Dewis live before he was nine?,Easy,"over 2,600",Dewis was then nine.  ,0.0,0.0,
1999-W08-3,1999-W08-3-6,"Why did CBC produce ""Canada Calling""?",Easy,so that the British kids who were separated from their families could speak to their parents and friends back home over the airwaves,"During their stay in Canada, CBC Radio produced a program called ""Canada
Calling"" so that the British kids who were separated from their families
could speak to their parents and friends back home over the airwaves.",0.5476190476190477,1.0,0.7076923076923077
1999-W08-3,1999-W08-3-7,When did Geoffrey Dewis die?,Easy,this week | February 1999,"His parents feared that Geoffrey and his older
sister would be killed in the Nazi bombing of England.",0.0,0.0,
1999-W08-3,1999-W08-3-8,Who published Dewis's obituary?,Easy,the National Post,"This week the National Post newspaper published an obituary of Geoffrey
Dewis, a man who died in Vancouver at the age of 69.",0.11538461538461539,1.0,0.20689655172413793
1999-W08-4,1999-W08-4-1,Who is Abdullah Ocalan?,Easy,rebel Kurdish leader,"But he defends the killings and says his nation had nothing to do
with Ocalan's arrest.",0.0,0.0,
1999-W08-4,1999-W08-4-2,What do the Kurdish separatists want?,Moderate,an independent Kurdistan | a separate Kurdish homeland,"In Germany, Chancellor Gerhard Schroeder told the Kurds they must obey
German laws and stop violent protests -- or they will be thrown out of
the country.",0.0,0.0,
1999-W08-4,1999-W08-4-3,Why did Kurds all over the world hold violent demonstrations?,Easy,Abdullah Ocalan was arrested | the arrest of rebel Kurdish leader Abdullah Ocalan | Abdullah Ocalan was captured,"Violent demonstrations by angry Kurds took place around the world
yesterday following the arrest of rebel Kurdish leader Abdullah Ocalan.",0.5454545454545454,0.6666666666666666,0.6
1999-W08-4,1999-W08-4-4,How did an Ottawa police officer get burned?,Moderate,demonstrators hurled a gasoline bomb,"In Ottawa on Wednesday, Kurdish demonstrators hurled a gasoline bomb at
a police line, setting one officer on fire.",0.21739130434782608,1.0,0.3571428571428571
1999-W08-4,1999-W08-4-5,What triggered some Kurds to try to occupy the Israeli consulate in Berlin?,Moderate,rumours that Israel helped Turkish securities forces capture Ocalan,"On Wednesday, after rumours that Israel helped Turkish securities forces
capture Ocalan, angry Kurds tried to occupy the Israeli consulate in
Berlin.",0.3333333333333333,1.0,0.5
1999-W08-4,1999-W08-4-6,How many protesters were injured at the Israeli consulate in Berlin?,Easy,16,"On Wednesday, after rumours that Israel helped Turkish securities forces
capture Ocalan, angry Kurds tried to occupy the Israeli consulate in
Berlin.",0.0,0.0,
1999-W08-4,1999-W08-4-7,What did Chancellor Schroeder tell the Kurds in Germany?,Easy,they must obey German laws and stop violent protests -- or they will be thrown out of the country,"In Germany, Chancellor Gerhard Schroeder told the Kurds they must obey
German laws and stop violent protests -- or they will be thrown out of
the country.",0.6129032258064516,1.0,0.76
1999-W08-4,1999-W08-4-8,When did Ocalan start living outside of Turkey?,Easy,1980,"In Germany, Chancellor Gerhard Schroeder told the Kurds they must obey
German laws and stop violent protests -- or they will be thrown out of
the country.",0.0,0.0,
1999-W08-4,1999-W08-4-10,Why has Turkey sent soldiers into Northern Iraq?,Easy,to attack Kurdish rebel bases,"In Turkey, police have reportedly arrested hundreds of supporters of the
main Kurdish party, while up to 4,000 soldiers have been sent into
Northern Iraq to attack Kurdish rebel bases.",0.14285714285714285,1.0,0.25
1999-W09-3,1999-W09-3-1,How many McDonald's restaurants are there in North America?,Moderate,"15,000",There is only one unionized McDonald's restaurant in North America.,0.0,0.0,
1999-W09-3,1999-W09-3-3,Where is the only unionized McDonald's in North America?,Easy,"Squamish, British Columbia | Squamish | British Columbia",There is only one unionized McDonald's restaurant in North America.,0.0,0.0,
1999-W09-3,1999-W09-3-5,When was the McDonald's unionized?,Moderate,last August,There is only one unionized McDonald's restaurant in North America.,0.0,0.0,
1999-W09-3,1999-W09-3-6,What happened when the Teamsters tried to unionize a McDonald's in Montreal?,Easy,workers voted against becoming members of a trade union | 55 workers voted against unionizing | workers voted against unionizing,"Workers at a McDonald's restaurant in Montreal, Quebec have voted
against becoming members of a trade union.
",0.5454545454545454,0.6,0.5714285714285713
1999-W09-3,1999-W09-3-7,"According to their Quebec office, how did McDonald's feel about the vote to unionize the Montreal franchise?",Moderate,they welcomed the vote | it's the fairest and most responsible way to resolve the question of union representation,"Last year, a franchise in suburban
St-Hubert, Quebec shut down just as the union was about to be certified.",0.2,0.25,0.22222222222222224
1999-W09-3,1999-W09-3-8,Why did the St-Hubert McDonald's not get unionized?,Moderate,it got shut down just as the union was about to be certified,There is only one unionized McDonald's restaurant in North America.,0.0,0.0,
1999-W09-4,1999-W09-4-1,Who was the master of ceremonies for this year's Grammy Awards?,Moderate,Rosie O'Donnell | American talk show host Rosie O'Donnell,"Among the awards, Ms. Dion won record of the year for ""My Heart Will Go
On.""",0.0,0.0,
1999-W09-4,1999-W09-4-2,What type of music does Lauryn Hill make?,Moderate,hip-hop | rap | R,"But American hip-hop artist Lauryn Hill, beat them all.",0.23076923076923078,0.42857142857142855,0.3
1999-W09-4,1999-W09-4-3,How many children does Lauryn Hill have?,Moderate,two,"But American hip-hop artist Lauryn Hill, beat them all.",0.0,0.0,
1999-W09-4,1999-W09-4-4,Why did Jay-Z not attend the Grammy Awards?,Moderate,he doesn't like the way the Grammys treat rap,""" won best rap album,
though he skipped the show because he doesn't like the way the
Grammys treat rap.",0.4,1.0,0.5714285714285715
1999-W09-4,1999-W09-4-5,Where is Alanis Morissette from?,Moderate,Canada,"Celine Dion, Shania Twain, and Alanis Morissette picked up two grammys
apiece.",0.0,0.0,
1999-W09-4,1999-W09-4-6,"What movie was the song ""My Heart Will Go On"" in?",Moderate,Titanic,"""Titanic"" sailed on as the ballad ""My Heart Will Go On"" won
four Grammys, including best female pop vocal for Celine Dion and
best song written for a motion picture or television.",0.025,1.0,0.04878048780487806
1999-W09-4,1999-W09-4-7,"Who wrote ""My Heart Will Go On""?",Easy,James Horner and Will Jennings,"""I swear -- that's
what the teacher told me.""",0.0,0.0,
1999-W09-4,1999-W09-4-8,When did Madonna enter the music business?,Easy,16 years ago,""" won best rap album,
though he skipped the show because he doesn't like the way the
Grammys treat rap.",0.0,0.0,
1999-W09-4,1999-W09-4-9,Who is Will Smith's wife?,Easy,actress Jada Pinkett Smith | Jada Pinkett Smith,"He paid tribute to God, ""the jiggiest
wife in the world"" (actress Jada Pinkett Smith) and his son, about
whom he received bad news in his first parent-teacher conference
Wednesday.",0.16666666666666666,0.875,0.27999999999999997
1999-W09-4,1999-W09-4-10,What other form of show business does Will Smith participate in besides music?,Easy,acting | actor,"""This is crazy because this is hip-hop music,"" Ms. Hill said in
accepting the first best-album Grammy for a hip-hop artist as the
usually conservative awards show took its biggest step out of the
mainstream.",0.0,0.0,
1999-W10-1,1999-W10-1-1,Who owns Youth News Network?,moderate,Athena Educational Partners Inc. | a company in Montreal,"Youth News Network, a private news and current-affairs network, has
installed a satellite dish and thousands of dollars worth of televisions
and audio-visual equipment at Meadowvale Secondary School free of
charge.",0.024390243902439025,0.1111111111111111,0.04
1999-W10-1,1999-W10-1-2,"What did it cost Meadowvale secondary to have a satellite dish, televisions, and audio-visual equipment installed?",moderate,nothing | it was free | free of charge,"Youth News Network, a private news and current-affairs network, has
installed a satellite dish and thousands of dollars worth of televisions
and audio-visual equipment at Meadowvale Secondary School free of
charge.",0.0975609756097561,0.4444444444444444,0.16
1999-W10-1,1999-W10-1-3,How many students attend Meadowvale secondary school?,easy,1700,"Who knows, maybe one day soon, secondary school students all across
Canada will be the same - walking, brainwashed zombies.  ",0.0,0.0,
1999-W10-1,1999-W10-1-4,When is the deadline by which the school must decide whether to sign a five-year contract with YNN?,easy,June 1999,"The school has a June deadline to decide whether it wants to sign a
five-year contract with YNN.",0.045454545454545456,0.5,0.08333333333333334
1999-W10-1,1999-W10-1-6,What does CBC Newsworld provide to schools?,moderate,free TV programming | free television programming,"""If we don't
understand
that it's wrong to sell off our kids to advertisers, to compromise
public
education in that way, then we can hardly turn around and blame the
people
who want to make money off our stupidity.""",0.0,0.0,
1999-W10-1,1999-W10-1-7,Who is the principal of Meadowvale secondary?,easy,Laurie Pedwell,"But along with the bonanza of technology, the school is
inheriting a political hot potato.",0.0,0.0,
1999-W10-1,1999-W10-1-10,How long is YNN's newscast?,easy,12 minutes,"She
recently wrote this essay about YNN coming to her school.
 
",0.0,0.0,
1999-W10-1,1999-W10-1-11,What organization does Heather-Jane Robertson represent?,easy,the Canadian Teachers Federation,"""I happen to believe that it is completely unacceptable to sell off
little
bits of our kids,"" said Heather-Jane Robertson, director of professional
development with the Canadian Teachers Federation.",0.10256410256410256,1.0,0.18604651162790695
1999-W10-2,1999-W10-2-2,When was the international landmine treaty agreed to by 130 countries?,Easy,1997,"The pact was agreed to by 130 countries in Ottawa, Ontario in 1997.
",0.0625,1.0,0.11764705882352941
1999-W10-2,1999-W10-2-3,Which countries refused to sign the international accord on landmines?,Moderate,"Russia, the United States, China and Ukraine","Despite these notable absences, Nobel Peace Prize winner Jody Williams,
of The
International Campaign to Ban Landmines, says the accord has an impact
for many other countries in the world.",0.08108108108108109,0.3333333333333333,0.13043478260869568
1999-W10-2,1999-W10-2-4,What do we call groups of people who are experts at ringing bells?,Easy,carillon associations,"In Paris, France members of carillon associations - people who are
experts at ringing bells - coordinated the ringing of cathedral bells
across the city.",0.06896551724137931,1.0,0.12903225806451613
1999-W10-2,1999-W10-2-5,How long have North Korea and South Korea been in conflict?,Easy,more than 40 years,"The governments of North and South Korea have been in constant conflict
for more then 40 years.",0.15789473684210525,0.75,0.2608695652173913
1999-W10-2,1999-W10-2-6,What is the name of the Portuguese anti-landmine film?,Easy,"""Spotlight on a Massacre""","In
Brasilia, the capital city of Brazil, anti-landmine pamphlets were
distributed and there were screenings of ""Spotlight on a Massacre"", an
anti-landmines film in Portuguese.",0.15789473684210525,1.0,0.2727272727272727
1999-W10-2,1999-W10-2-7,Who is the Secretary General of the United Nations?,Easy,Kofi Annan,"The head of the United Nations, Secretary-General Kofi Annan described
the treaty's entry into force as a milestone.",0.08333333333333333,1.0,0.15384615384615385
1999-W10-2,1999-W10-2-9,Where is Brasilia?,Easy,Brazil,"In
Brasilia, the capital city of Brazil, anti-landmine pamphlets were
distributed and there were screenings of ""Spotlight on a Massacre"", an
anti-landmines film in Portuguese.",0.02631578947368421,1.0,0.05128205128205127
1999-W10-3,1999-W10-3-1,Why will Wang Shui-Bo be attending the Oscars this year?,Moderate,He's been nominated for an award. | He's been nominated for an Oscar. | He's hoping to win.,"Canadian
Wang Shui-Bo will also be in the audience hoping to win.",0.375,0.25,0.3
1999-W10-3,1999-W10-3-2,What is the name of Wang's documentary?,Easy,"""Sunrise over Tiananmen Square""","Wang believes his film delivers a message that the tragedy
at Tiananmen should never happen again.",0.05555555555555555,0.16666666666666666,0.08333333333333333
1999-W10-3,1999-W10-3-4,Who fired on the student demonstrators in Tiananmen Square?,Easy,Chinese government troops,"The film is a Wang's perspective on the events that led up to June 4,
1989, when Chinese government troops opened fire on student
demonstrators in Beijing's Tiananmen Square.",0.08333333333333333,1.0,0.15384615384615385
1999-W10-3,1999-W10-3-5,When did Wang leave China?,Moderate,"after the student uprising | after the Tiananmen Square massacre | after June 4, 1989","Wang may now live in the West, but he'll wear a traditional
Chinese jacket for the Oscars and if he wins, Wang knows
exactly what he'll say: ""Thank you to my motherland, China.
",0.06818181818181818,0.1875,0.09999999999999999
1999-W10-3,1999-W10-3-6,Where does Wang live now?,Easy,"Montreal, Quebec | Canada | the West","Wang may now live in the West, but he'll wear a traditional
Chinese jacket for the Oscars and if he wins, Wang knows
exactly what he'll say: ""Thank you to my motherland, China.
",0.06818181818181818,0.375,0.11538461538461538
1999-W10-3,1999-W10-3-7,"Who doesn't need another revolution, according to Wang?",Moderate,the Chinese people | China,"Wang may now live in the West, but he'll wear a traditional
Chinese jacket for the Oscars and if he wins, Wang knows
exactly what he'll say: ""Thank you to my motherland, China.
",0.06818181818181818,0.6,0.1224489795918367
1999-W10-4,1999-W10-4-1,What is the scientific name for marijuana?,Moderate,Cannabis sativa,"But if a scientific study
of the drug shows that it can help relieve pain in some people, it could
be legalized for medical use only.",0.0,0.0,
1999-W10-4,1999-W10-4-2,What is the Health Department's study going to examine about marijuana?,Easy,how the drug should be administered and how a safe supply could be distributed to patients,"The Health Department has already consulted with the Food and Drug
Administration in the United States -- which is also planning similar
trials -- about acquiring marijuana for the tests.",0.06060606060606061,0.125,0.0816326530612245
1999-W10-4,1999-W10-4-3,Who has the Canadian Health Department consulted with about obtaining marijuana?,Easy,the Food and Drug Administration in the United States,"The Health Department has already consulted with the Food and Drug
Administration in the United States -- which is also planning similar
trials -- about acquiring marijuana for the tests.",0.2727272727272727,1.0,0.42857142857142855
1999-W10-4,1999-W10-4-4,Why was Mark Crossley sentenced to house arrest?,Easy,for growing marijuana | for growing marijuana in his backyard,"He was sentenced last week to four months of house arrest and
18 months probation for growing marijuana in his backyard.",0.391304347826087,0.9,0.5454545454545454
1999-W10-4,1999-W10-4-5,Where has marijuana already been approved for medical use?,Easy,several American states | in seven U.S. States and the District of Columbia,"Several American states have already approved the medical use of
marijuana.",0.3076923076923077,0.3076923076923077,0.3076923076923077
1999-W10-4,1999-W10-4-6,How long does it take for delta-9 tetrahydrocannabinol to be absorbed into the bloodstream when someone smokes marijuana?,Moderate,minutes,"When marijuana is smoked, THC is absorbed from the lungs to
the bloodstream within minutes.",0.05555555555555555,1.0,0.10526315789473684
1999-W10-5,1999-W10-5-1,Who authored a study on the differences between the rich and poor in Canada?,moderate,Ms. Armine Yalnizyan,"Armine Yalnizyan, an economist who studied the differences between
Canada's rich and poor,  found that the difference between rich and poor
was growing fastest in Alberta.",0.06060606060606061,0.6666666666666666,0.1111111111111111
1999-W10-5,1999-W10-5-3,How is Alberta's economy doing?,easy,well | It's growing,"When Yalnizyan looked at the Alberta data, she discovered that while
Alberta's economy is growing, the difference between the rich and poor
is expanding more rapidly than anywhere else in Canada.",0.05405405405405406,0.4,0.09523809523809523
1999-W10-5,1999-W10-5-5,"Where in Alberta, Canada is the difference between rich and poor most noticible?",moderate,Calgary,"Armine Yalnizyan, an economist who studied the differences between
Canada's rich and poor,  found that the difference between rich and poor
was growing fastest in Alberta.",0.0,0.0,
1999-W10-5,1999-W10-5-6,Why does Calgary have many high-paying managment jobs?,moderate,Because it is prosperous.,"The difference is most noticeable in Calgary where the city's prosperity
has meant more high-paying management jobs, but also more unstable and
low-paying part-time work.",0.05555555555555555,0.4,0.09756097560975609
1999-W10-5,1999-W10-5-7,When did Ms. Yalnizyan give a speech?,easy,"Thursday, March 4, 1999","Ms. Yalnizyan said Thursday during a
speech.",0.1111111111111111,0.16666666666666666,0.13333333333333333
1999-W11-2,1999-W11-2-1,Where did the issue of chemical pollutants in the Arctic come to a head recently?,easy,at a United Nations conference in Africa,"Chemicals are polluting the animals of the Arctic, a United Nations
conference was told this week.",0.21052631578947367,0.5714285714285714,0.3076923076923077
1999-W11-2,1999-W11-2-2,Why is eating Arctic fish and game a frightening and tricky business?,easy,because of the build-up of polluting chemicals in these animals,"The build-up of these chemicals makes
eating Arctic fish and game a frightening and tricky business.",0.35,0.5833333333333334,0.4375
1999-W11-2,1999-W11-2-3,When did the issue of chemical contaminants in Arctic food come to a head?,moderate,recently | this week,"They
were seeking to bring attention to the negative effects of
globally-produced chemical contaminants on the Arctic food chain.",0.0,0.0,
